Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Generic Job Title,Professional/ Occupational Group,Payscale Minimum (£),Payscale Maximum (£),Number of Posts in FTE
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AA,Other.Court Usher,Operational Delivery,15511,20195,2
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AA,Other.Usher,Operational Delivery,15511,20195,3.9946
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Administration - General.,Operational Delivery,18514,24519,9
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Law.Admin Officer,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Operation Delivery.Admin Assistant,Operational Delivery,18514,24519,3
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Operation Delivery.Admin Officer,Operational Delivery,18514,24519,129.83051
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Operation Delivery.Bailiff,Operational Delivery,18514,24519,11
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Operation Delivery.Court Admin,Operational Delivery,18514,24519,8.81081
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Operation Delivery.Court Officer,Operational Delivery,18514,24519,2
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Operation Delivery.Court Usher,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Operation Delivery.Enforcement,Operational Delivery,18514,24519,0.60811
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Operation Delivery.Finance,Operational Delivery,18514,24519,2.63784
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Operation Delivery.Personal Assistant,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Operation Delivery.Project,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Operation Delivery.Usher,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Operational Manager.,Operational Delivery,18514,24519,0.60811
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Operational Research.Admin Officer,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Operational Support.,Operational Delivery,18514,24519,6
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Other.Admin Assistant,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Other.Admin Officer,Operational Delivery,18514,24519,5.41351
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Other.Court Admin,Operational Delivery,18514,24519,2
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Other.Enforcement,Operational Delivery,18514,24519,0.81081
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,AO,Other.Facilities,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Administration - General.,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Law.Court Admin,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Law.Court Officer,Operational Delivery,20755,32600,4
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Law.Team Leader/Supervisor,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Operation Delivery.Admin Officer,Operational Delivery,20755,32600,2.60811
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Operation Delivery.Bailiff Manager,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Operation Delivery.Business Manager,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Operation Delivery.Business Support,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Operation Delivery.Case Progression Manager,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Operation Delivery.Case Progression Officer,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Operation Delivery.Court Admin,Operational Delivery,20755,32600,3.60811
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Operation Delivery.Court Officer,Operational Delivery,20755,32600,5.19243
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Operation Delivery.Customer Service,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Operation Delivery.Justices' Clerk,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Operation Delivery.Secretary,Operational Delivery,20755,32600,3
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Operation Delivery.Team Leader/Supervisor,Operational Delivery,20755,32600,30.53298
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Operation Delivery.Team Manager,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,EO,Other.Court Officer,Operational Delivery,20755,32600,3
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,G7,Law.Deputy Justices' Clerk,Operational Delivery,43038,80756,1.79784
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,G7,Law.Legal Adviser,Legal,43038,80756,4
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,G7,Law.Senior Manager,Operational Delivery,43038,80756,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,G7,Law.Team Manager,Operational Delivery,43038,80756,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,HEO,Law.Court Manager,Operational Delivery,23647,41485,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,HEO,Law.Legal Adviser - Trainee,Operational Delivery,23647,41485,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,HEO,Operation Delivery.Business Manager,Operational Delivery,23647,41485,2
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,HEO,Operation Delivery.Court Manager,Operational Delivery,23647,41485,4
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,HEO,Operation Delivery.Team Manager,Operational Delivery,23647,41485,4
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,SEO,Law.Legal Adviser,Legal,30531,53768,27.56703
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,SEO,Law.Legal Adviser - Trainee,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,SEO,Operation Delivery.Business Manager,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,SEO,Operation Delivery.Court Manager,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,SEO,Operation Delivery.Head of Section,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS36,SEO,Operation Delivery.Senior Manager,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS43,G7,Operation Delivery.Business Manager,Operational Delivery,43038,80756,1
Ministry of Justice,AGY - HMCTS,"CT Avon, Gloucester,Somerset Cluster",HMCTS54,SEO,Law.Legal Adviser,Legal,30531,53768,0.8
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS43,G7,Law.Justices' Clerk,Operational Delivery,43038,80756,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS43,G7,Operation Delivery.Area Director,Operational Delivery,43038,80756,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AA,Administration - General.,Operational Delivery,15511,20195,0.55556
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AA,Law.Court Usher,Operational Delivery,15511,20195,2.24324
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AA,Operation Delivery.Admin Assistant,Operational Delivery,15511,20195,9.81025
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AA,Operation Delivery.Admin Officer,Operational Delivery,15511,20195,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AA,Operation Delivery.Court Admin,Operational Delivery,15511,20195,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AA,Operation Delivery.Court Officer,Operational Delivery,15511,20195,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AA,Operation Delivery.Court Usher,Operational Delivery,15511,20195,13.95166
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AA,Operation Delivery.Team Manager,Operational Delivery,15511,20195,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AA,Operation Delivery.Usher,Operational Delivery,15511,20195,12.58169
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AA,Other.Court Usher,Operational Delivery,15511,20195,2
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AO,Administration - General.,Operational Delivery,18514,24519,8.13513
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AO,Law.Admin Officer,Operational Delivery,18514,24519,3
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AO,Operation Delivery.Admin Assistant,Operational Delivery,18514,24519,0.60351
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AO,Operation Delivery.Admin Officer,Operational Delivery,18514,24519,91.21646
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AO,Operation Delivery.Bailiff,Operational Delivery,18514,24519,2.6
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AO,Operation Delivery.Bailiff Manager,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AO,Operation Delivery.Civil Enforcement,Operational Delivery,18514,24519,2
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AO,Operation Delivery.Court Admin,Operational Delivery,18514,24519,4.60811
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AO,Operation Delivery.Team Manager,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AO,Operation Delivery.Usher,Operational Delivery,18514,24519,1.61111
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AO,Other.Admin Officer,Operational Delivery,18514,24519,4
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,AO,Other.Bailiff,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,EO,Law.Court Manager,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,EO,Law.Court Officer,Operational Delivery,20755,32600,2
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,EO,Law.Team Leader/Supervisor,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,EO,Operation Delivery.Bailiff Manager,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,EO,Operation Delivery.Business Support,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,EO,Operation Delivery.Court Admin,Operational Delivery,20755,32600,2
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,EO,Operation Delivery.Court Officer,Operational Delivery,20755,32600,2.59333
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,EO,Operation Delivery.Finance,Operational Delivery,20755,32600,0.69444
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,EO,Operation Delivery.Judges Clerk,Operational Delivery,20755,32600,2.8
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,EO,Operation Delivery.Team Leader/Supervisor,Operational Delivery,20755,32600,20.56953
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,EO,Operation Delivery.Team Manager,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,EO,Other.Court Officer,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,EO,Other.Team Leader/Supervisor,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,G7,Law.Deputy Justices' Clerk,Operational Delivery,43038,80756,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,G7,Law.Legal Adviser,Legal,43038,80756,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,G7,Law.Team Manager,Operational Delivery,43038,80756,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,G7,Operation Delivery.Deputy Justices' Clerk,Operational Delivery,43038,80756,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,HEO,Law.Legal Adviser - Trainee,Operational Delivery,23647,41485,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,HEO,Operation Delivery.Business Manager,Operational Delivery,23647,41485,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,HEO,Operation Delivery.Court Manager,Operational Delivery,23647,41485,3
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,HEO,Operation Delivery.Senior Manager,Operational Delivery,23647,41485,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,HEO,Operation Delivery.Team Manager,Operational Delivery,23647,41485,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,SEO,Law.Justices' Clerk,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,SEO,Law.Legal Adviser,Legal,30531,53768,12.34415
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,SEO,Law.Legal Adviser - Trainee,Operational Delivery,30531,53768,2
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,SEO,Law.Senior Manager,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,SEO,Operation Delivery.Business Manager,Operational Delivery,30531,53768,2
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,SEO,Operational Support.,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,CT Beds & Herts Cluster,HMCTS69,SEO,Other.Legal Adviser,Operational Delivery,30531,53768,0.79892
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS43,G7,Operation Delivery.Senior Manager,Operational Delivery,43038,80756,1
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AA,NA,NA,15511,20195,1
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AA,Human Resources.Court Usher,Operational Delivery,15511,20195,2
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AA,Law.Court Usher,Operational Delivery,15511,20195,3.2027
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AA,Law.Usher,Operational Delivery,15511,20195,1.6
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AA,Operation Delivery.Admin Assistant,Operational Delivery,15511,20195,6.41541
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AA,Operation Delivery.Admin Officer,Operational Delivery,15511,20195,0.6
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AA,Operation Delivery.Court Admin,Operational Delivery,15511,20195,0.40541
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AA,Operation Delivery.Court Usher,Operational Delivery,15511,20195,11.97838
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AA,Operation Delivery.Usher,Operational Delivery,15511,20195,23.80489
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AA,Operational Research.Court Usher,Operational Delivery,15511,20195,1
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AA,Other.Court Usher,Operational Delivery,15511,20195,1.8
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AA,Other.Usher,Operational Delivery,15511,20195,4.6
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AO,Administration - General.,Operational Delivery,18514,24519,4
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AO,Law.Usher,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AO,Operation Delivery.Admin Officer,Operational Delivery,18514,24519,114.43731
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AO,Operation Delivery.Bailiff,Operational Delivery,18514,24519,12.4
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AO,Operation Delivery.Court Admin,Operational Delivery,18514,24519,7.0491
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AO,Operation Delivery.Court Officer,Operational Delivery,18514,24519,2
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AO,Operation Delivery.Executive Assistant,Operational Delivery,18514,24519,1.90081
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AO,Operation Delivery.Team Leader/Supervisor,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AO,Operation Delivery.Usher,Operational Delivery,18514,24519,2
Ministry of Justice,AGY - HMCTS,CT Cambs and Essex Cluster,HMCTS69,AO,Operational Support.,Operational Delivery,18514,24519,2
